Altura,Coloração Shiny,Descrição,Espécie,Imagem,Linha Evolutiva,Nome,Nome Japonês,Nº,Peso,Tipo
"1,9 m (603)",https://www.serebii.net/Shiny/XY/229-m.png,"As garras e a ponta da cauda de Mega Houndoom apresentam uma cor  			vermelha mais forte, devido ao intenso calor que agora consegue  			produzir graças à mega evolução.",Pokémon Sombrio,https://pokemythology.net/conteudo/imgs/dw/229-mega.png,Houndoom > Mega Evolução com Houndoominite > Mega Houndoom,Mega Houndoom,Mega Herugaa,0,"49,5 kg (109.1 lbs)",Noturno/Fogo
"2,5 m (802)",https://www.serebii.net/Shiny/XY/248-m.png,"As partes vermelhas  			de seu tronco fervem de energia, permitindo a Mega Tyranitar emanar  			ainda mais poder.",Pokémon Armadura,https://pokemythology.net/conteudo/imgs/dw/248-mega.png,Tyranitar > Mega  			Evolução com Tyranitarite > Mega Tyranitar,Mega Tyranitar,Mega Bangirasu,0,"255,0 kg (562.2 lbs)",Pedra/Noturno
"1,9 m (603)",https://www.serebii.net/Shiny/XY/257-m.png,"O poder de seus chutes estão ainda mais afiados, o que é sempre  			motivo de orgulho para ele. Conforme desfere inúmeros chutes, suas  			pernas podem queimar devido à fricção com a atmosfera ao redor. À  			medida que sua temperatura corporal aumenta, seu poder e velocidade  			continuam a crescer.",Pokémon Chama,https://pokemythology.net/conteudo/imgs/dw/257-mega.png,Blaziken > Mega Evolução com Blazikenite > Mega Blaziken,Mega Blaziken,Mega Bachamo,0,"52,0 kg (114.6 lbs)",Fogo/Lutador
"1,6 m (503)",https://www.serebii.net/Shiny/XY/282-m.png,"Dizem que a chapa  			vermelha no peito de Mega Gardevoir é uma manifestação física de seu  			coração. Agora que seu coração está aberto, é capaz de usar um  			enorme poder psíquico.",Pokémon Abraço,https://pokemythology.net/conteudo/imgs/dw/282-mega.png,Gardevoir > Mega  			Evolução com Gardevoirite > Mega Gardevoir,Mega Gardevoir,Mega Sirnight,0,"48,4 kg (106.7 lbs)",Psíquico/Fada
"0,9 m (303)",https://www.serebii.net/Shiny/XY/303-m.png,"Sua boca gigante multiplica-se, passando a ter duas mandíbulas  			gigantes com as quais pode lutar. Mega Mawile é capaz de controlar  			cada uma das bocas independentemente.",Pokémon Enganador,https://pokemythology.net/conteudo/imgs/dw/303-mega.png,Mawile > Mega Evolução com Mawilite > Mega Mawile,Mega Mawile,Mega Kuchiito,0,"23,5 kg (51.8 lbs)",Metálico/Fada
"2,2 m (703)",https://www.serebii.net/Shiny/XY/306-m.png,A capacidade  			destrutiva dos seus temíveis chifres consegue transformar um tanque  			revestido de aço em um monte de sucata metálica.,Pokémon Armadura de Ferro,https://pokemythology.net/conteudo/imgs/dw/306-mega.png,Aggron > Mega  			Evolução com Aggronite > Mega Aggron,Mega Aggron,Mega Bossgodora,0,"395,0 kg (870.8 lbs)",Metálico
"1,3 m (403)",https://www.serebii.net/Shiny/XY/308-m.png,"Utiliza a sua elevada força de vontade para transformar o seu  			espírito numa força física e fazer crescer braços adicionais. Quanto  			mais Medicham exercitar o seu espírito, mais realistas estes braços  			se tornarão, podendo utilizá-los com grande destreza.",Pokémon Meditação,https://pokemythology.net/conteudo/imgs/dw/308-mega.png,Medicham > Mega Evolução com Medichamite > Mega Medicham,Mega Medicham,Mega Charem,0,"31,5 kg (69.4 lbs)",Lutador/Psíquico
"1,8 m (511)",https://www.serebii.net/Shiny/XY/310-m.png,Dizem que seu poder  			explosivo é tão rápido quanto um relâmpago.,Pokémon Descarga Elétrica,https://pokemythology.net/conteudo/imgs/dw/310-mega.png,Manectric > Mega  			Evolução com Manectite > Mega Manectric,Mega Manectric,Mega Raibolt,0,"44,0 kg (97.0 lbs)",Elétrico
"1,2 m (311)",https://www.serebii.net/Shiny/XY/354-m.png,"A mega evolução solta os zíperes que limitavam os poderes de Banette,  			permitindo-lhe libertar a energia oculta e mostrar o seu poder  			maléfico.",Pokémon Marionete,https://pokemythology.net/conteudo/imgs/dw/354-mega.png,Banette > Mega Evolução com Banettite > Mega Banette,Mega Banette,Mega Jupetta,0,"13,0 kg (28.7 lbs)",Fantasma
"1,19 m (311)",https://www.serebii.net/Shiny/XY/359-m.png,"A grande energia que  			corre pelo corpo de Absol quando este mega evolui faz com que os  			seus pelos fiquem todos arrepiados, dando-lhe a aparência de ter  			asas. Contudo, não são asas de verdade, por isso não é capaz de  			voar.",Pokémon Desastre,https://pokemythology.net/conteudo/imgs/dw/359-mega.png,Absol > Mega Evolução  			com Absolite > Mega Absol,Mega Absol,Mega Abusoru,0,"49,0 kg (108.0 lbs)",Noturno
"1,9 m (603)",https://www.serebii.net/Shiny/XY/445-m.png,"O excesso de energia percorre os braços e asas de Garchomp,  			transformando-os em foices gigantes. Ele balança essas foices  			descontroladamente, cortando o chão em pedaços.",Pokémon Mach,https://pokemythology.net/conteudo/imgs/dw/445-mega.png,Garchomp > Mega Evolução com Garchompite > Mega Garchomp,Mega Garchomp,Mega Gaburaisu,0,"95,0 kg (209.4 lbs)",Dragão/Terra
"1,3 m (403)",https://www.serebii.net/Shiny/XY/448-m.png,"Surgem marcas negras  			em volta dos braços e das pernas de Mega Lucario, que são causadas  			pela elevada energia de aura que vibra pelo seu corpo. Ele se  			prepara para enfrentar seus inimigos concentrando suas energias  			metais. Seu estilo de luta é sem coração.",Pokémon Aura,https://pokemythology.net/conteudo/imgs/dw/448-mega.png,Lucario > Mega  			Evolução com Lucarionite > Mega Lucario,Mega Lucario,Mega Rukario,0,"57,5 kg (126.8 lbs)",Lutador/Metálico
"2,7 m (810)",https://www.serebii.net/Shiny/XY/460-m.png,Os rebentos nas costas de Abomasnow crescem e transformam-se em  			grandes blocos de gelo. A pelugem por todo o seu corpo fica mais  			ouriçada.,Pokémon Árvore Congelada,https://pokemythology.net/conteudo/imgs/dw/460-mega.png,Abomasnow > Mega Evolução com Abomasite > Mega Abomasnow,Mega Abomasnow,Mega Yukinooh,0,"185,0 kg (407.9 lbs)",Planta/Gelo
"1,4 m (407)",https://www.serebii.net/Shiny/XY/015-m.png,"O veneno que produz  			pelos seus quatro membros atua todo de imediato, mas o veneno que  			emite da cauda é de ação lenta. Utiliza o primeiro para impedir que  			os inimigos fujam e o segundo para dar o golpe final.",Pokémon Abelha Venenosa,https://pokemythology.net/conteudo/imgs/dw/015-mega.png,Beedrill > Mega  			Evolução com Beedrillite > Mega Beedrill,Mega Beedrill,Mega Spear,0,"40,5 kg (89.3 lbs)",Inseto/Veneno
"2,2 m (703)",https://www.serebii.net/Shiny/XY/018-m.png,"As rajadas de vento que produz com as suas asas robustas e bastante  			desenvolvidas são fortes o suficiente para destruir árvores enormes.  			Os minerais presentes nas penas do Pidgeot mudam, resultando também  			numa alteração da sua coloração.",Pokémon Pássaro,https://pokemythology.net/conteudo/imgs/dw/018-mega.png,Pidgeot > Mega Evolução com Pidgeotite > Mega Pidgeot,Mega Pidgeot,Mega Pidgeott,0,"50,5 kg (111.30 lbs)",Normal/Voador
"2,0 m (607)",https://www.serebii.net/Shiny/XY/080-m.png,"Toda a energia da  			mega evolução se verteu no Shellder de sua cauda, fazendo Slowpoke  			ser engolido por inteiro. Isso deu a Slowbro uma armadura tão dura  			que nada nem ninguém a consegue arranhar. Ele consegue se locomover  			aos saltos, utilizando a cauda como uma mola.",Pokémon Bernado-Eremita,https://pokemythology.net/conteudo/imgs/dw/080-mega.png,Slowbro > Mega  			Evolução com Slowbronite‎ > Mega Slowbro,Mega Slowbro,Mega Yadoran,0,"120,0 kg (246.6 lbs)",Água/Psíquico
"10,5 m (3405)",https://www.serebii.net/Shiny/XY/208-m.png,"As células no interior do seu corpo, cristalizadas pela energia  			produzida pela mega evolução, são mais fortes que qualquer mineral e  			suportam qualquer temperatura. Desloca-se incrivelmente devagar, mas  			o seu corpo reforçado é imune a danos, atacando os seus inimigos sem  			hesitar.",Pokémon Serpente de Ferro,https://pokemythology.net/conteudo/imgs/dw/208-mega.png,Steelix > Mega Evolução com Steelixite > Mega Steelix,Mega Steelix,Mega Haganeiru,0,"740,0 kg (1631.4 lbs)",Metálico/Terra
"1,9 m (603)",https://www.serebii.net/Shiny/XY/254-m.png,"Graças à força das  			suas pernas rápidas, o Mega Sceptile chega junto do seu adversário  			num piscar de olhos! O Mega Sceptile pode cortar uma parte da sua  			cauda e lançá-la como um míssil contra um adversário.",Pokémon Floresta,https://pokemythology.net/conteudo/imgs/dw/254-mega.png,Sceptile > Mega  			Evolução com Sceptilite > Mega Sceptile,Mega Sceptile,Mega Jukain,0,"55,2 kg (121.7 lbs)",Planta/Dragão
"1,9 m (603)",https://www.serebii.net/Shiny/XY/260-m.png,"A força de que Swampert necessita para se mover na água aumenta ao  			mega evoluir. A musculatura da parte superior de seu o corpo está  			extremamente desenvolvida, o que lhe confere uma aparência mais  			forte que nunca.",Pokémon Peixe de Lama,https://pokemythology.net/conteudo/imgs/dw/260-mega.png,Swampert > Mega Evolução com Swampertite > Mega Swampert,Mega Swampert,Mega Rugaji,0,"120,0 kg (224.9 lbs)",Água/Terra
"0,5 m (108)",https://www.serebii.net/Shiny/XY/302-m.png,"A pedra preciosa  			vermelha que tem no peito aumenta de tamanho e se separa de seu  			corpo. Esta pedra possui uma rigidez incrível, sendo capaz de  			repelir qualquer ataque. Como ela é muito grande para Sableye  			carregar, ele se torna pouco ágil e vulnerável a ataques por trás.",Pokémon Escuridão,https://pokemythology.net/conteudo/imgs/dw/302-mega.png,Sableye > Mega Evolução com Sablenite‎ > Mega Sableye,Mega Sableye,Mega Yamirami,0,"161,0 kg (354.9 lbs)",Noturno/Fantasma
"2,5 m (802)",https://www.serebii.net/Shiny/XY/319-m.png,"Os espinhos que surgem em sua cabeça são dentes transformados. Eles  			podem voltar a crescer quantas vezes precisar. As marcas amarelas em  			seu corpo são cicatrizes resultantes das batalhas. Com uma propulsão  			explosiva, consegue ultrapassar as 125 milhas por segundo.",Pokémon Brutal,https://pokemythology.net/conteudo/imgs/dw/319-mega.png,Sharpedo > Mega Evolução com Sharpedonite‎ > Mega Sharpedo,Mega Sharpedo,Mega Samehada,0,"130,3 kg (287.3 lbs)",Água/Noturno
"2,5 m (802)",https://www.serebii.net/Shiny/XY/323-m.png,As corcovas que tinha  			nas costas viraram um único vulcão grande e ativo. O magma está  			constantemente fervendo no interior do seu corpo. Tem um ódio  			profundo à água e à umidade e possui uma personalidade explosiva e  			um temperamento forte. O vulcão nas suas costas está em constante  			erupção.,Pokémon Erupção,https://pokemythology.net/conteudo/imgs/dw/323-mega.png,Camerupt > Mega Evolução com Cameruptite‎‎ > Mega Camerupt,Mega Camerupt,Mega Bakuuda,0,"320,5 kg (706.6 lbs)",Fogo/Terra
"1,5 m (411)",https://www.serebii.net/Shiny/XY/334-m.png,"O corpo de Mega Altaria está envolvido pelas suas asas únicas, que  			brilham com um toque iridescente. As suas asas de maiores dimensões  			cresceram como uma medida de autoproteção. Canta com uma voz ainda  			mais bela que antes. Tem uma personalidade sociável e não é tímido.",Pokémon Cantor,https://pokemythology.net/conteudo/imgs/dw/334-mega.png,Altaria > Mega Evolução com Altarianite‎‎ > Mega Altaria,Mega Altaria,Mega Chiruttasu,0,"20,6 kg (45.4 lbs)",Dragão/Fada
"2,1 m (611)",https://www.serebii.net/Shiny/XY/362-m.png,"A energia excessiva  			desta mega evolução jorra para fora da boca de Glalie, explodindo e  			destruindo sua mandíbula. Já não consegue mais fechar a boca, e o ar  			congelante que emite se torna muito mais forte. Ele lança inimigos  			em sua boca aberta, congelando-os com uma explosão de ar gelado.",Pokémon Rosto,https://pokemythology.net/conteudo/imgs/dw/362-mega.png,Glalie > Mega Evolução com Glalitite‎‎ > Mega Glalie,Mega Glalie,Mega Onigoori,0,"350,2 kg (772.1 lbs)",Gelo
"1,8 m (511)",https://www.serebii.net/Shiny/XY/373-m.png,"Suas duas asas se unem, transformando-se numa enorme asa em formato  			de lua crescente. Ao voar em alta velocidade, esta asa se torna uma  			lâmina gigante que pode cortar tudo o que estiver em seu caminho. A  			mega evolução alimenta sua brutalidade, podendo voltar-se até mesmo  			contra seu treinador.",Pokémon Dragão,https://pokemythology.net/conteudo/imgs/dw/373-mega.png,Salamence > Mega Evolução com Salamencite‎‎ > Mega Salamence,Mega Salamence,Mega Boomanda,0,"112,6 kg (248.2 lbs)",Dragão/Voador
"2,5 m (802)",https://www.serebii.net/Shiny/XY/376-m.png,"Esta forma resulta de  			um Metagross, um Metang e dois Beldum conectados. A Mega Evolução  			estimulou o seu cérebro. Ele emergiu como um pokémon implacável que  			vai se agarrar em qualquer meio para garantir suas vitórias.",Pokémon Perna de Ferro,https://pokemythology.net/conteudo/imgs/dw/376-mega.png,Metagross > Mega  			Evolução com Metagrossite‎‎ > Mega Metagross,Mega Metagross,Mega Metagross,0,"942,9 kg (2078.7 lbs)",Metálico/Psíquico
"1,8 m (511)",https://www.serebii.net/Shiny/XY/380-m.png,"O seu corpo é menor que o de Mega Latios. Graças a isso, Mega Latias  			é mais ágil e consegue fazer curvas extremamente acentuadas.",Pokémon Eternidade,https://pokemythology.net/conteudo/imgs/dw/380-mega.png,Latias > Mega Evolução com Latiasite‎‎ > Mega Latias,Mega Latias,Mega Ratiasu,0,"52,0 kg (114.6 lbs)",Dragão/Psíquico
"2,3 m (707)",https://www.serebii.net/Shiny/XY/381-m.png,Ele é maior que Mega  			Latias e pode atingir velocidades mais elevadas durante o voo.  			Também difere de Mega Latias pela cor de seus olhos.,Pokémon Eternidade,https://pokemythology.net/conteudo/imgs/dw/381-mega.png,Latios > Mega  			Evolução com Latiosite‎‎ > Mega Latios,Mega Latios,Mega Ratiosu,0,"70,0 kg (154.3 lbs)",Dragão/Psíquico
"9,8 m (3201)",https://www.serebii.net/Shiny/XY/382-m.png,A energia que enche o seu corpo verte em forma de água marinha. Sua  			pele azul brilha como uma safira. Seu corpo é semitransparente e  			emana uma luz dourada do seu interior.,Pokémon Bacia do Mar,https://pokemythology.net/conteudo/imgs/dw/382-primal.png,Kyogre > Segurar Blue Orb > Primal Kyogre,Primal Kyogre,Primal Kiorga,0,"430,0 kg (948.0 lbs)",Água
"5,0 m (1605)",https://www.serebii.net/Shiny/XY/383-m.png,A energia que enche o  			seu corpo verte em forma de magma e está a uma temperatura tão  			elevada que o seu corpo parece estar sempre brilhando com a fumaça  			de seu calor.,Pokémon Continente,https://pokemythology.net/conteudo/imgs/dw/383-primal.png,Groudon > Segurar Red  			Orb > Primal Groudon,Primal Groudon,Primal Groudon,0,"999,7 kg (2204.0 lbs)",Terra/Fogo
"10,8 m (3505)",https://www.serebii.net/Shiny/XY/384-m.png,"Ele libera partículas dos longos filamentos que se estendem a partir  			da sua mandíbula. Estas partículas podem controlar a densidade e a  			umidade do ar, permitindo ao Rayquaza manipular o estado do tempo. A  			sua pele verde brilha como uma esmeralda.",Pokémon Alto Céu,https://pokemythology.net/conteudo/imgs/dw/384-mega.png,Rayquaza > Mega Evolução com o golpe Dragon Ascent‎‎ > Mega Rayquaza,Mega Rayquaza,Mega Rekkuza,0,"392,0 kg (864.2 lbs)",Dragão/Voador
"1,3 m (403)",https://www.serebii.net/Shiny/XY/428-m.png,"Um ataque com a força  			máxima de suas orelhas é capaz de dobrar chapas de aço maciço ao  			meio. Sua personalidade se transforma, tornando-se extremamente  			agressivo, deixando muitos perplexos com a mudança.",Pokémon Coelho,https://pokemythology.net/conteudo/imgs/dw/428-mega.png,Lopunny > Mega  			Evolução com Lopunnite‎‎ > Mega Lopunny,Mega Lopunny,Mega 			Mimiroppu,0,"28,3 kg (62.4 lbs)",Normal/Lutador
"1,6 m (503)",https://www.serebii.net/Shiny/XY/475-m.png,"Dos braços de Mega Gallade emergem chapas e as formas de capacete e  			de capa em seu corpo lhe dão um ar de cavaleiro. Ele pode utilizar o  			seu poder psíquico para transformar, simultaneamente, ambos os  			braços em lâminas e lutar empunhando-as como espadas.",Pokémon Lâmina,https://pokemythology.net/conteudo/imgs/dw/475-mega.png,Gallade > Mega Evolução com Galladite‎‎ > Mega Gallade,Mega Gallade,Mega Erureido,0,"56,4 kg (124.3 lbs)",Psíquico/Lutador
"1,5 m (411)",https://www.serebii.net/Shiny/XY/531-m.png,"O Mega Audino emite  			uma pulsação calmante de seu corpo, que reduz a hostilidade nos  			outros. Esta poderosa pulsação acalma quem estiver dentro do seu  			alcance. Além disso, qualquer criatura que entre em contato com as  			suas antenas secundárias cairá num sono profundo.",Pokémon Auditivo,https://pokemythology.net/conteudo/imgs/dw/531-mega.png,Audino > Mega  			Evolução com Audinite‎‎ > Mega Audino,Mega Audino,Mega Tabunne,0,"32,0 kg (70.5 lbs)",Normal/Fada
"1,1 m (307)",https://www.serebii.net/Shiny/XY/719-m.png,"As impurezas presentes na superfície do seu corpo caíram. Mega  			Diancie brilha tão intensamente, ao refletir a luz, que você não  			consegue olhar diretamente pra ela. O diamante que tem na cabeça  			pesa mais de 2000 quilates.",Pokémon Joia,https://pokemythology.net/conteudo/imgs/dw/719-mega.png,Diancie > Mega Evolução com Diancite‎‎ > Mega Diancie,Mega Diancie,Mega Diancie,0,"27,8 kg (61.3 lbs)",Pedra/Fada
